Site,Date,Latitude,Longitude,Project,Depth,Rep,Type,DOC,DOCFlag,POC,POCFlag,POC2,POC2Flag,NO3,NO3Flag,NH3,NH3Flag,TDN,TDNFlag,PON,PONFlag,PON2,PON2Flag,SRP,SRPFlag,TDP,TDPFlag,PP,PPFlag,TP,TPFlag,SRSi,SiFlag,Chl,ChlFlag,Chl2,Chl2Flag,Phyco,PhycoFlag,TSS,TSSFlag
PS20,6/11/2018,46.7952,-91.1209,NPS,0,1,Watershed,1050,none,64,none,NA,none,8.57,none,0.675,none,33.6,none,5.3,none,NA,none,0.059,none,0.306,none,0.277,none,0.609,none,NA,none,4.05,none,NA,none,NA,none,NA,none
PS20,6/11/2018,46.7952,-91.1209,NPS,0,2,Watershed,NA,none,63.6,none,NA,none,NA,none,NA,none,NA,none,5,none,NA,none,NA,none,NA,none,0.177,none,NA,none,NA,none,4.71,none,NA,none,NA,none,NA,none
PS23,6/11/2018,46.5767,-91.7921,NPS,0,1,Watershed,1660,none,71.3,none,NA,none,0.478,none,NA,none,45.8,none,3.57,none,NA,none,0.237,none,0.911,none,0.315,none,1.021,none,NA,none,2.19,none,NA,none,NA,none,NA,none
PS23,6/11/2018,46.5767,-91.7921,NPS,0,2,Watershed,NA,none,77.1,none,NA,none,NA,none,NA,none,NA,none,3.8,none,NA,none,NA,none,NA,none,0.276,none,NA,none,NA,none,1.61,none,NA,none,NA,none,NA,none
PS25,6/11/2018,46.5609,-91.9188,NPS,0,1,Watershed,2020,none,96.6,none,NA,none,0.248,none,0.135,none,49,none,6.69,none,NA,none,0.128,none,0.851,none,0.545,none,0.995,none,NA,none,5.89,none,NA,none,NA,none,NA,none
PS25,6/11/2018,46.5609,-91.9188,NPS,0,2,Watershed,NA,none,118,none,NA,none,NA,none,NA,none,NA,none,10.6,none,NA,none,NA,none,NA,none,0.639,none,NA,none,NA,none,5,none,NA,none,NA,none,NA,none
PS26,6/11/2018,46.7736,-91.347,NPS,0,1,Watershed,182,none,32.1,none,NA,none,2.7,none,0.435,none,7.78,none,1.28,none,NA,none,0.322,none,0.443,none,0.189,none,0.728,none,NA,none,0.551,none,NA,none,NA,none,NA,none
PS26,6/11/2018,46.7736,-91.347,NPS,0,2,Watershed,NA,none,29.8,none,NA,none,NA,none,NA,none,NA,none,1.24,none,NA,none,NA,none,NA,none,0.183,none,NA,none,NA,none,0.364,none,NA,none,NA,none,NA,none
PS29,6/11/2018,46.8439,-91.1372,NPS,0,1,Watershed,310,none,20.8,none,NA,none,6.08,none,0.737,none,13.1,none,0.991,none,NA,none,0.334,none,0.543,none,0.175,none,0.848,none,NA,none,0.432,none,NA,none,NA,none,NA,none
PS29,6/11/2018,46.8439,-91.1372,NPS,0,2,Watershed,NA,none,22.9,none,NA,none,NA,none,NA,none,NA,none,0.986,none,NA,none,NA,none,NA,none,0.144,none,NA,none,NA,none,0.654,none,NA,none,NA,none,NA,none
PS31,6/11/2018,46.7296,-91.425,NPS,0,1,Watershed,1970,none,56.6,none,NA,none,0.248,none,NA,none,102,none,4.54,none,NA,none,2.96,none,6.1,none,0.25,none,11.5,none,NA,none,1.29,none,NA,none,NA,none,NA,none
PS31,6/11/2018,46.7296,-91.425,NPS,0,2,Watershed,NA,none,62.3,none,NA,none,NA,none,NA,none,NA,none,5.44,none,NA,none,NA,none,NA,none,0.245,none,NA,none,NA,none,1.23,none,NA,none,NA,none,NA,none
PS32,6/11/2018,46.7938,-91.3652,NPS,0,1,Watershed,1080,none,45,none,NA,none,1.4,none,1.39,none,28.5,none,2.54,none,NA,none,0.175,none,0.308,none,0.345,none,0.689,none,NA,none,1.68,none,NA,none,NA,none,NA,none
PS32,6/11/2018,46.7938,-91.3652,NPS,0,2,Watershed,NA,none,44.8,none,NA,none,NA,none,NA,none,NA,none,2.53,none,NA,none,NA,none,NA,none,0.4,none,NA,none,NA,none,1.62,none,NA,none,NA,none,NA,none
PS35,6/11/2018,46.5686,-91.9353,NPS,0,1,Watershed,1240,none,94,none,NA,none,3.47,none,0.536,none,38,none,4.3,none,NA,none,0.27,none,0.959,none,0.592,none,1.068,none,NA,none,1.08,none,NA,none,NA,none,NA,none
PS35,6/11/2018,46.5686,-91.9353,NPS,0,2,Watershed,NA,none,83.2,none,NA,none,NA,none,NA,none,NA,none,4.37,none,NA,none,NA,none,NA,none,0.474,none,NA,none,NA,none,1.3,none,NA,none,NA,none,NA,none
PS36,6/11/2018,46.6854,-91.864,NPS,0,1,Watershed,1560,none,92,none,NA,none,2.19,none,NA,none,43.3,none,5.79,none,NA,none,0.179,none,0.955,none,0.627,none,0.978,none,NA,none,2.48,none,NA,none,NA,none,NA,none
PS36,6/11/2018,46.6854,-91.864,NPS,0,2,Watershed,NA,none,93.1,none,NA,none,NA,none,NA,none,NA,none,5.93,none,NA,none,NA,none,NA,none,0.662,none,NA,none,NA,none,2.54,none,NA,none,NA,none,NA,none
PS37,6/11/2018,46.7991,-91.0619,NPS,0,1,Watershed,114,none,47.3,none,NA,none,1.47,none,0.518,none,5.43,none,4.24,none,NA,none,0.172,none,0.31,none,0.297,none,0.704,none,NA,none,3.35,none,NA,none,NA,none,NA,none
PS37,6/11/2018,46.7991,-91.0619,NPS,0,2,Watershed,NA,none,46.6,none,NA,none,NA,none,NA,none,NA,none,3.95,none,NA,none,NA,none,NA,none,0.297,none,NA,none,NA,none,3.35,none,NA,none,NA,none,NA,none
PS38,6/11/2018,46.8429,-91.176,NPS,0,1,Watershed,149,none,37.2,none,NA,none,4,none,0.692,none,10,none,1.82,none,NA,none,0.648,none,0.748,none,0.186,none,1.153,none,NA,none,0.529,none,NA,none,NA,none,NA,none
PS38,6/11/2018,46.8429,-91.176,NPS,0,2,Watershed,NA,none,40.8,none,NA,none,NA,none,NA,none,NA,none,1.59,none,NA,none,NA,none,NA,none,0.207,none,NA,none,NA,none,0.541,none,NA,none,NA,none,NA,none
PS39,6/11/2018,46.6966,-91.6022,NPS,0,1,Watershed,443,none,91.8,none,NA,none,1.52,none,0.101,none,14.8,none,6.16,none,NA,none,0.134,none,0.307,none,0.457,none,1.135,none,NA,none,3.55,none,NA,none,NA,none,NA,none
PS39,6/11/2018,46.6966,-91.6022,NPS,0,2,Watershed,NA,none,87.7,none,NA,none,NA,none,NA,none,NA,none,5.83,none,NA,none,NA,none,NA,none,0.518,none,NA,none,NA,none,3.66,none,NA,none,NA,none,NA,none
PS4,6/11/2018,46.7833,-91.3971,NPS,0,1,Watershed,618,none,114,none,NA,none,0.685,none,0.197,none,21.3,none,10.5,none,NA,none,0.232,none,0.497,none,0.876,none,2.85,none,NA,none,14.8,none,NA,none,NA,none,NA,none
PS4,6/11/2018,46.7833,-91.3971,NPS,0,2,Watershed,NA,none,109,none,NA,none,NA,none,NA,none,NA,none,10.1,none,NA,none,NA,none,NA,none,0.718,none,NA,none,NA,none,16.5,none,NA,none,NA,none,NA,none
PS7,6/11/2018,46.6173,-91.6788,NPS,0,1,Watershed,845,none,91,none,NA,none,0.632,none,0.535,none,26.5,none,8.93,none,NA,none,0.204,none,0.764,none,0.521,none,1.084,none,NA,none,5.17,none,NA,none,NA,none,NA,none
PS7,6/11/2018,46.6173,-91.6788,NPS,0,2,Watershed,NA,none,91.3,none,NA,none,NA,none,NA,none,NA,none,9.44,none,NA,none,NA,none,NA,none,0.55,none,NA,none,NA,none,6.12,none,NA,none,NA,none,NA,none
PS8,6/11/2018,46.6443,-91.7205,NPS,0,1,Watershed,1580,none,80.5,none,NA,none,3.29,none,NA,none,42.1,none,4.01,none,NA,none,0.178,none,0.785,none,0.415,none,0.882,none,NA,none,2.29,none,NA,none,NA,none,NA,none
PS8,6/11/2018,46.6443,-91.7205,NPS,0,2,Watershed,NA,none,109,none,NA,none,NA,none,NA,none,NA,none,6.29,none,NA,none,NA,none,NA,none,0.405,none,NA,none,NA,none,1.87,none,NA,none,NA,none,NA,none
PS9,6/11/2018,46.7366,-91.477,NPS,0,1,Watershed,358,none,50.6,none,NA,none,1.52,none,NA,none,12.8,none,3.81,none,NA,none,0.139,none,0.365,none,0.35,none,0.756,none,NA,none,2.07,none,NA,none,NA,none,NA,none
PS9,6/11/2018,46.7366,-91.477,NPS,0,2,Watershed,NA,none,47.7,none,NA,none,NA,none,NA,none,NA,none,3.96,none,NA,none,NA,none,NA,none,0.38,none,NA,none,NA,none,1.68,none,NA,none,NA,none,NA,none
Siskiwit River,6/11/2018,46.8547,-91.0916,NPS,0,1,Watershed,569,none,60.8,none,NA,none,1.97,none,0.348,none,19.1,none,3.22,none,NA,none,0.36,none,0.563,none,0.374,none,1.078,none,NA,none,1.73,none,NA,none,NA,none,NA,none
Siskiwit River,6/11/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,55.1,none,NA,none,NA,none,NA,none,NA,none,3.09,none,NA,none,NA,none,NA,none,0.346,none,NA,none,NA,none,1.67,none,NA,none,NA,none,NA,none
Brule River,6/18/2018,46.7053,-91.6039,NPS,0,1,Watershed,NA,none,277,none,NA,none,1.29,none,NA,none,NA,none,15,none,NA,none,0.503,none,1.03,none,2.19,none,3.636,none,120,none,1.22,none,NA,none,NA,none,NA,none
Brule River,6/18/2018,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,311,none,NA,none,NA,none,NA,none,NA,none,17.1,none,NA,none,NA,none,NA,none,2.26,none,NA,none,NA,none,2.09,none,NA,none,NA,none,NA,none
Cranberry River,6/18/2018,46.7888,-91.2732,NPS,0,1,Watershed,NA,none,343,none,NA,none,1.95,none,0.099,none,NA,none,19.3,none,NA,none,0.428,none,0.934,none,2.16,none,4.901,none,147,none,0.8,none,NA,none,NA,none,NA,none
Cranberry River,6/18/2018,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,337,none,NA,none,NA,none,NA,none,NA,none,18,none,NA,none,NA,none,NA,none,2.59,none,NA,none,NA,none,0.712,none,NA,none,NA,none,NA,none
Flag River,6/18/2018,46.7818,-91.3725,NPS,0,1,Watershed,NA,none,666,none,NA,none,3.74,none,0.193,none,NA,none,39.3,none,NA,none,0.511,none,0.839,none,5.36,none,5.786,none,177,none,0.512,none,NA,none,NA,none,NA,none
Flag River,6/18/2018,46.7818,-91.3725,NPS,0,2,Watershed,NA,none,616,none,NA,none,NA,none,NA,none,NA,none,38.2,none,NA,none,NA,none,NA,none,6.41,none,NA,none,NA,none,0.542,none,NA,none,NA,none,NA,none
Mawikwe Bay,6/18/2018,46.8858,-91.0527,NPS,0,1,Lake,NA,none,168,none,NA,none,22.1,none,0.592,none,NA,none,10.7,none,NA,none,0.139,none,0.334,none,1.39,none,1.912,none,55.9,none,1.42,none,NA,none,NA,none,NA,none
Mawikwe Bay,6/18/2018,46.8858,-91.0527,NPS,0,2,Lake,NA,none,174,none,NA,none,NA,none,NA,none,NA,none,10.7,none,NA,none,NA,none,NA,none,1.45,none,NA,none,NA,none,1.36,none,NA,none,NA,none,NA,none
Siskiwit River,6/18/2018,46.8547,-91.0916,NPS,0,1,Watershed,NA,none,248,none,NA,none,1.95,none,0.174,none,NA,none,17.1,none,NA,none,0.357,none,1.02,none,2.25,none,3.994,none,108,none,1.67,none,NA,none,NA,none,NA,none
Siskiwit River,6/18/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,256,none,NA,none,NA,none,NA,none,NA,none,17.3,none,NA,none,NA,none,NA,none,1.99,none,NA,none,NA,none,1.44,none,NA,none,NA,none,NA,none
Brule River,6/27/2018,46.7053,-91.6039,NPS,0,1,Watershed,NA,none,88.6,none,NA,none,2.75,none,0.92,none,NA,none,6.35,none,NA,none,0.228,none,0.413,none,0.62,none,1.488,none,170,none,2.35,none,NA,none,NA,none,NA,none
Brule River,6/27/2018,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,88.2,none,NA,none,NA,none,NA,none,NA,none,5.92,none,NA,none,NA,none,NA,none,0.61,none,NA,none,NA,none,2.43,none,NA,none,NA,none,NA,none
Cranberry River,6/27/2018,46.7888,-91.2732,NPS,0,1,Watershed,NA,none,46.6,none,NA,none,4.22,none,0.946,none,NA,none,1.5,none,NA,none,0.426,none,0.51,none,0.248,none,0.836,none,196,none,0.383,none,NA,none,NA,none,NA,none
Cranberry River,6/27/2018,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,45.8,none,NA,none,NA,none,NA,none,NA,none,1.51,none,NA,none,NA,none,NA,none,0.257,none,NA,none,NA,none,0.344,none,NA,none,NA,none,NA,none
Flag River,6/27/2018,46.7818,-91.3725,NPS,0,1,Watershed,NA,none,56.9,none,NA,none,3.69,none,1.33,none,NA,none,2.1,none,NA,none,0.268,none,0.424,none,0.341,none,0.93,none,215,none,0.169,none,NA,none,NA,none,NA,none
Flag River,6/27/2018,46.7818,-91.3725,NPS,0,2,Watershed,NA,none,54.2,none,NA,none,NA,none,NA,none,NA,none,1.98,none,NA,none,NA,none,NA,none,0.362,none,NA,none,NA,none,0.142,none,NA,none,NA,none,NA,none
Mawikwe Bay,6/27/2018,46.8858,-91.0527,NPS,0,1,Lake,NA,none,15.2,none,NA,none,25.2,none,1.06,none,NA,none,1.06,none,NA,none,0.04,none,0.086,none,0.076,none,0.212,none,21.7,none,0.508,none,NA,none,NA,none,NA,none
Mawikwe Bay,6/27/2018,46.8858,-91.0527,NPS,0,2,Lake,NA,none,16,none,NA,none,NA,none,NA,none,NA,none,1.25,none,NA,none,NA,none,NA,none,0.071,none,NA,none,NA,none,0.583,none,NA,none,NA,none,NA,none
Siskiwit River,6/27/2018,46.8547,-91.0916,NPS,0,1,Watershed,NA,none,60.2,none,NA,none,2.02,none,0.467,none,NA,none,2.8,none,NA,none,0.385,none,0.587,none,0.32,none,1.058,none,145,none,1.04,none,NA,none,NA,none,NA,none
Siskiwit River,6/27/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,54.6,none,NA,none,NA,none,NA,none,NA,none,2.9,none,NA,none,NA,none,NA,none,0.319,none,NA,none,NA,none,0.935,none,NA,none,NA,none,NA,none
Brule River,7/9/2018,46.7053,-91.6039,NPS,0,1,Watershed,835,none,72.1,none,NA,none,1.87,none,0.434,none,20.1,none,4.61,none,NA,none,0.275,none,0.483,none,0.399,none,1.327,none,NA,none,1.72,none,NA,none,NA,none,NA,none
Brule River,7/9/2018,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,71.1,none,NA,none,NA,none,NA,none,NA,none,4.23,none,NA,none,NA,none,NA,none,0.641,none,NA,none,NA,none,1.89,none,NA,none,NA,none,NA,none
Cranberry River,7/9/2018,46.7888,-91.2732,NPS,0,1,Watershed,746,none,65,none,NA,none,5.71,none,1.16,none,15.1,none,2.91,none,NA,none,0.432,none,0.567,none,0.401,none,1.146,none,NA,none,0.547,none,NA,none,NA,none,NA,none
Cranberry River,7/9/2018,46.7888,-91.2732,NPS,0,2,Watershed,NA,none,64.4,none,NA,none,NA,none,NA,none,NA,none,3.08,none,NA,none,NA,none,NA,none,0.371,none,NA,none,NA,none,0.416,none,NA,none,NA,none,NA,none
Flag River,7/9/2018,46.7818,-91.3725,NPS,0,1,Watershed,546,none,72,none,NA,none,4.45,none,0.97,none,13.3,none,3.57,none,NA,none,0.294,none,0.435,none,0.597,none,1.351,none,NA,none,0.563,none,NA,none,NA,none,NA,none
Flag River,7/9/2018,46.7818,-91.3725,NPS,0,2,Watershed,NA,none,78.4,none,NA,none,NA,none,NA,none,NA,none,3.51,none,NA,none,NA,none,NA,none,0.609,none,NA,none,NA,none,0.425,none,NA,none,NA,none,NA,none
PS10,7/9/2018,46.5593,-91.8008,NPS,0,1,Watershed,1740,none,65.8,none,NA,none,1.8,none,0.391,none,47.6,none,5.81,none,NA,none,0.085,none,0.353,none,0.252,none,0.836,none,NA,none,1.75,none,NA,none,NA,none,NA,none
PS10,7/9/2018,46.5593,-91.8008,NPS,0,2,Watershed,NA,none,64.2,none,NA,none,NA,none,NA,none,NA,none,5.7,none,NA,none,NA,none,NA,none,0.284,none,NA,none,NA,none,2.03,none,NA,none,NA,none,NA,none
PS13,7/9/2018,46.8008,-91.1079,NPS,0,1,Watershed,1660,none,90.8,none,NA,none,0.944,none,0.876,none,38.5,none,6.43,none,NA,none,0.073,none,0.278,none,0.4,none,3.971,none,NA,none,5.19,none,NA,none,NA,none,NA,none
PS13,7/9/2018,46.8008,-91.1079,NPS,0,2,Watershed,NA,none,99.6,none,NA,none,NA,none,NA,none,NA,none,7.04,none,NA,none,NA,none,NA,none,0.334,none,NA,none,NA,none,7.28,none,NA,none,NA,none,NA,none
PS15,7/9/2018,46.8312,-91.2658,NPS,0,1,Watershed,883,none,112,none,NA,none,4.37,none,0.665,none,20.8,none,7.47,none,NA,none,0.366,none,0.518,none,0.802,none,1.676,none,NA,none,0.922,none,NA,none,NA,none,NA,none
PS15,7/9/2018,46.8312,-91.2658,NPS,0,2,Watershed,NA,none,96.2,none,NA,none,NA,none,NA,none,NA,none,6.35,none,NA,none,NA,none,NA,none,0.822,none,NA,none,NA,none,0.906,none,NA,none,NA,none,NA,none
PS17,7/9/2018,46.8496,-91.1951,NPS,0,1,Watershed,1970,none,144,none,NA,none,0.492,none,NA,none,48.4,none,8.38,none,NA,none,0.087,none,0.232,none,0.412,none,0.759,none,NA,none,5.39,none,NA,none,NA,none,NA,none
PS17,7/9/2018,46.8496,-91.1951,NPS,0,2,Watershed,NA,none,150,none,NA,none,NA,none,NA,none,NA,none,8.36,none,NA,none,NA,none,NA,none,0.392,none,NA,none,NA,none,5.15,none,NA,none,NA,none,NA,none
PS18,7/9/2018,46.7948,-91.0941,NPS,0,1,Watershed,4290,none,97.2,none,NA,none,NA,bdl,1.32,none,78,none,13.2,none,NA,none,0.154,none,1.15,none,0.614,none,5.124,none,NA,none,10.7,none,NA,none,NA,none,NA,none
PS18,7/9/2018,46.7948,-91.0941,NPS,0,2,Watershed,NA,none,100,none,NA,none,NA,none,NA,none,NA,none,13,none,NA,none,NA,none,NA,none,0.642,none,NA,none,NA,none,14.4,none,NA,none,NA,none,NA,none
PS19,7/9/2018,46.8339,-91.2608,NPS,0,1,Watershed,1900,none,285,none,NA,none,NA,bdl,0.615,none,58,none,25.8,none,NA,none,0.596,none,1.42,none,2.42,none,7.5,none,NA,none,15.3,none,NA,none,NA,none,NA,none
PS19,7/9/2018,46.8339,-91.2608,NPS,0,2,Watershed,NA,none,271,none,NA,none,NA,none,NA,none,NA,none,23.9,none,NA,none,NA,none,NA,none,2.46,none,NA,none,NA,none,4.58,none,NA,none,NA,none,NA,none
PS20,7/9/2018,46.7952,-91.1209,NPS,0,1,Watershed,1420,none,80.6,none,NA,none,1.25,none,0.582,none,32.3,none,7.08,none,NA,none,0.036,none,0.289,none,0.334,none,0.746,none,NA,none,2.03,none,NA,none,NA,none,NA,none
PS20,7/9/2018,46.7952,-91.1209,NPS,0,2,Watershed,NA,none,77.5,none,NA,none,NA,none,NA,none,NA,none,7.33,none,NA,none,NA,none,NA,none,0.307,none,NA,none,NA,none,3.94,none,NA,none,NA,none,NA,none
PS23,7/9/2018,46.5767,-91.7921,NPS,0,1,Watershed,3050,none,85.4,none,NA,none,4.8,none,0.713,none,79,none,4.25,none,NA,none,0.408,none,1.43,none,0.448,none,2.105,none,NA,none,0.583,none,NA,none,NA,none,NA,none
PS23,7/9/2018,46.5767,-91.7921,NPS,0,2,Watershed,NA,none,83.1,none,NA,none,NA,none,NA,none,NA,none,4.14,none,NA,none,NA,none,NA,none,0.59,none,NA,none,NA,none,1.92,none,NA,none,NA,none,NA,none
PS25,7/9/2018,46.5609,-91.9188,NPS,0,1,Watershed,2580,none,124,none,NA,none,1.21,none,0.716,none,60.7,none,10.1,none,NA,none,0.064,none,0.431,none,0.867,none,2.027,none,NA,none,3.39,none,NA,none,NA,none,NA,none
PS25,7/9/2018,46.5609,-91.9188,NPS,0,2,Watershed,NA,none,132,none,NA,none,NA,none,NA,none,NA,none,10.8,none,NA,none,NA,none,NA,none,0.676,none,NA,none,NA,none,3.24,none,NA,none,NA,none,NA,none
PS26,7/9/2018,46.7736,-91.347,NPS,0,1,Watershed,692,none,65.3,none,NA,none,2.99,none,0.291,none,9.5,none,3.13,none,NA,none,0.224,none,0.319,none,0.455,none,1.135,none,NA,none,0.467,none,NA,none,NA,none,NA,none
PS26,7/9/2018,46.7736,-91.347,NPS,0,2,Watershed,NA,none,66.2,none,NA,none,NA,none,NA,none,NA,none,3,none,NA,none,NA,none,NA,none,0.521,none,NA,none,NA,none,0.246,none,NA,none,NA,none,NA,none
PS29,7/9/2018,46.8439,-91.1372,NPS,0,1,Watershed,962,none,69.9,none,NA,none,3.85,none,0.815,none,21.9,none,4.24,none,NA,none,0.424,none,0.615,none,0.515,none,2.071,none,NA,none,1.03,none,NA,none,NA,none,NA,none
PS29,7/9/2018,46.8439,-91.1372,NPS,0,2,Watershed,NA,none,68.1,none,NA,none,NA,none,NA,none,NA,none,4.01,none,NA,none,NA,none,NA,none,0.45,none,NA,none,NA,none,0.983,none,NA,none,NA,none,NA,none
PS31,7/9/2018,46.7296,-91.425,NPS,0,1,Watershed,2210,none,124,none,NA,none,NA,bdl,1.41,none,97.5,none,9.97,none,NA,none,2.22,none,4.58,none,1.21,none,11.37,none,NA,none,2.85,none,NA,none,NA,none,NA,none
PS31,7/9/2018,46.7296,-91.425,NPS,0,2,Watershed,NA,none,116,none,NA,none,NA,none,NA,none,NA,none,9.54,none,NA,none,NA,none,NA,none,1.54,none,NA,none,NA,none,5.23,none,NA,none,NA,none,NA,none
PS32,7/9/2018,46.7938,-91.3652,NPS,0,1,Watershed,2320,none,76.6,none,NA,none,NA,bdl,NA,none,46.1,none,4.39,none,NA,none,0.468,none,0.931,none,0.404,none,1.514,none,NA,none,0.607,none,NA,none,NA,none,NA,none
PS32,7/9/2018,46.7938,-91.3652,NPS,0,2,Watershed,NA,none,75.5,none,NA,none,NA,none,NA,none,NA,none,4.26,none,NA,none,NA,none,NA,none,0.537,none,NA,none,NA,none,0.437,none,NA,none,NA,none,NA,none
PS35,7/9/2018,46.5686,-91.9353,NPS,0,1,Watershed,2260,none,119,none,NA,none,4.9,none,0.882,none,69.8,none,9.11,none,NA,none,0.278,none,0.792,none,0.861,none,1.595,none,NA,none,0.873,none,NA,none,NA,none,NA,none
PS35,7/9/2018,46.5686,-91.9353,NPS,0,2,Watershed,NA,none,114,none,NA,none,NA,none,NA,none,NA,none,8.58,none,NA,none,NA,none,NA,none,0.909,none,NA,none,NA,none,0.838,none,NA,none,NA,none,NA,none
PS36,7/9/2018,46.6854,-91.864,NPS,0,1,Watershed,2510,none,163,none,NA,none,6.99,none,0.904,none,57.2,none,11.4,none,NA,none,0.154,none,0.652,none,1.18,none,2.493,none,NA,none,4.87,none,NA,none,NA,none,NA,none
PS36,7/9/2018,46.6854,-91.864,NPS,0,2,Watershed,NA,none,171,none,NA,none,NA,none,NA,none,NA,none,12.4,none,NA,none,NA,none,NA,none,1.19,none,NA,none,NA,none,4.22,none,NA,none,NA,none,NA,none
PS37,7/9/2018,46.7991,-91.0619,NPS,0,1,Watershed,687,none,55.2,none,NA,none,1.77,none,0.229,none,8.85,none,6.05,none,NA,none,0.094,none,0.14,none,0.349,none,1.253,none,NA,none,2.51,none,NA,none,NA,none,NA,none
PS37,7/9/2018,46.7991,-91.0619,NPS,0,2,Watershed,NA,none,59.6,none,NA,none,NA,none,NA,none,NA,none,6.01,none,NA,none,NA,none,NA,none,0.336,none,NA,none,NA,none,1.52,none,NA,none,NA,none,NA,none
PS38,7/9/2018,46.8429,-91.176,NPS,0,1,Watershed,584,none,82.7,none,NA,none,5.82,none,0.923,none,13.4,none,4.03,none,NA,none,0.584,none,0.726,none,0.4,none,1.663,none,NA,none,0.68,none,NA,none,NA,none,NA,none
PS38,7/9/2018,46.8429,-91.176,NPS,0,2,Watershed,NA,none,78.7,none,NA,none,NA,none,NA,none,NA,none,3.99,none,NA,none,NA,none,NA,none,0.435,none,NA,none,NA,none,0.505,none,NA,none,NA,none,NA,none
PS39,7/9/2018,46.6966,-91.6022,NPS,0,1,Watershed,1530,none,128,none,NA,none,1.68,none,0.139,none,21.8,none,7.97,none,NA,none,0.251,none,0.404,none,0.802,none,1.608,none,NA,none,1.29,none,NA,none,NA,none,NA,none
PS39,7/9/2018,46.6966,-91.6022,NPS,0,2,Watershed,NA,none,128,none,NA,none,NA,none,NA,none,NA,none,7.82,none,NA,none,NA,none,NA,none,0.699,none,NA,none,NA,none,2.37,none,NA,none,NA,none,NA,none
PS4,7/9/2018,46.7833,-91.3971,NPS,0,1,Watershed,1430,none,85,none,NA,none,1.61,none,0.651,none,50,none,6.18,none,NA,none,1.33,none,2.26,none,0.97,none,4.115,none,NA,none,0.822,none,NA,none,NA,none,NA,none
PS4,7/9/2018,46.7833,-91.3971,NPS,0,2,Watershed,NA,none,88.1,none,NA,none,NA,none,NA,none,NA,none,6.06,none,NA,none,NA,none,NA,none,0.986,none,NA,none,NA,none,1.02,none,NA,none,NA,none,NA,none
PS7,7/9/2018,46.6173,-91.6788,NPS,0,1,Watershed,1350,none,92.9,none,NA,none,NA,bdl,0.47,none,25.9,none,8.98,none,NA,none,0.083,none,0.41,none,0.587,none,1.232,none,NA,none,4.34,none,NA,none,NA,none,NA,none
PS7,7/9/2018,46.6173,-91.6788,NPS,0,2,Watershed,NA,none,101,none,NA,none,NA,none,NA,none,NA,none,9.41,none,NA,none,NA,none,NA,none,0.578,none,NA,none,NA,none,4.91,none,NA,none,NA,none,NA,none
PS8,7/9/2018,46.6443,-91.7205,NPS,0,1,Watershed,2050,none,128,none,NA,none,5.86,none,0.837,none,59.6,none,7.61,none,NA,none,0.203,none,0.718,none,0.841,none,1.851,none,NA,none,5.75,none,NA,none,NA,none,NA,none
PS8,7/9/2018,46.6443,-91.7205,NPS,0,2,Watershed,NA,none,144,none,NA,none,NA,none,NA,none,NA,none,8.61,none,NA,none,NA,none,NA,none,0.788,none,NA,none,NA,none,4.1,none,NA,none,NA,none,NA,none
PS9,7/9/2018,46.7366,-91.477,NPS,0,1,Watershed,815,none,70.4,none,NA,none,0.621,none,0.455,none,18.1,none,4.31,none,NA,none,0.146,none,0.328,none,0.462,none,1.138,none,NA,none,1.4,none,NA,none,NA,none,NA,none
PS9,7/9/2018,46.7366,-91.477,NPS,0,2,Watershed,NA,none,68.7,none,NA,none,NA,none,NA,none,NA,none,4.5,none,NA,none,NA,none,NA,none,0.436,none,NA,none,NA,none,0.637,none,NA,none,NA,none,NA,none
Siskiwit River,7/9/2018,46.8547,-91.0916,NPS,0,1,Watershed,1300,none,56.4,none,NA,none,1.92,none,0.334,none,22.3,none,2.89,none,NA,none,0.388,none,0.74,none,0.331,none,1.29,none,156,none,0.85,none,NA,none,NA,none,NA,none
Siskiwit River,7/9/2018,46.8547,-91.0916,NPS,0,2,Watershed,NA,none,54.1,none,NA,none,NA,none,NA,none,NA,none,2.98,none,NA,none,NA,none,NA,none,0.294,none,NA,none,NA,none,1.09,none,NA,none,NA,none,NA,none
Brule River,7/11/2018,46.7053,-91.6039,NPS,0,1,Watershed,NA,none,124,none,NA,none,3.06,none,0.568,none,NA,none,7.54,none,NA,none,0.302,none,0.52,none,0.665,none,1.175,none,184,none,1.2,none,NA,none,NA,none,NA,none
Brule River,7/11/2018,46.7053,-91.6039,NPS,0,2,Watershed,NA,none,86.6,none,NA,none,NA,none,NA,none,NA,none,6.82,none,NA,none,NA,none,NA,none,0.705,none,NA,none,NA,none,1.94,none,NA,none,NA,none,NA,none
Cranberry River,7/11/2018,46.7888,-91.2732,NPS,0,1,Watershed,NA,none,69,none,NA,none,4.61,none,1.07,none,NA,none,3.19,none,NA,none,0.404,none,0.543,none,0.419,none,1.156,none,218,none,0.63,none,NA,none,NA,none,NA,none
